y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
0.85,2,1.0,1140.0,23030.0,1.0,A0,0,8,1140,0,1850.0,14260.0,35
4.757,2,2.25,1190.0,1499.0,2.0,A0,0,9,1100,90,1430.0,1332.0,11
4.375,3,2.5,1840.0,2875.0,2.0,A0,0,7,1840,0,1240.0,5750.0,18
3.175,4,2.5,2150.0,7303.0,2.0,A0,0,8,2150,0,1940.0,9569.0,10
3.65,3,2.75,2070.0,9697.0,2.0,A0,0,7,1330,740,,14436.0,86
5.75,3,2.5,2870.0,7288.0,2.0,A0,0,9,2870,0,2870.0,5998.0,3
2.9007,4,2.5,2506.0,6232.0,2.0,A0,0,7,2506,0,2070.0,8260.0,9
1.85,4,1.75,1360.0,7700.0,1.0,A0,0,7,1360,0,1321.0,7756.0,49
1.63,3,1.0,1240.0,5700.0,1.5,A0,0,6,1240,0,1140.0,5700.0,62
1.775,3,1.0,1030.0,6127.0,1.0,A0,0,7,880,150,1610.0,6127.0,68
4.15,3,1.75,1510.0,8433.0,1.0,A0,0,7,1220,290,1950.0,8199.0,48
7.95,4,1.75,2370.0,5000.0,1.5,A0,2,8,1770,600,,4550.0,96
2.35,3,1.0,1050.0,9876.0,1.0,A0,0,7,1050,0,1760.0,9403.0,62
2.5,2,1.0,1070.0,8750.0,1.0,A0,0,7,1070,0,1300.0,9670.0,64
5.22,4,2.5,2280.0,2432.0,2.0,A0,0,8,1520,760,1690.0,2099.0,94
4.71,2,2.25,1530.0,1324.0,2.0,A0,0,8,1280,250,1410.0,1689.0,5
9.63,4,1.75,1440.0,13296.0,1.0,A0,0,8,1440,0,3520.0,10802.0,48
6.8,4,2.5,2660.0,10452.0,2.0,A0,0,9,2660,0,,9025.0,22
9.25,6,2.75,3600.0,9675.0,1.0,A0,2,9,1940,1660,2990.0,9675.0,38
2.55,4,2.25,2440.0,8098.0,2.0,A0,0,8,2440,0,2110.0,7911.0,32
5.32,3,2.75,2810.0,12813.0,2.0,A0,0,8,2040,770,1890.0,10336.0,27
3.15,3,2.5,1910.0,4755.0,2.0,A0,0,8,1910,0,2460.0,6099.0,18
3.45,4,2.25,,12000.0,1.0,A0,0,7,1360,910,2500.0,10120.0,36
5.20888,3,1.75,1870.0,9000.0,1.0,A0,0,9,1870,0,2030.0,8160.0,57
2.3355,3,2.0,1600.0,13200.0,1.0,A0,0,7,1600,0,1360.0,11520.0,25
2.86,3,1.75,1650.0,11220.0,1.0,A0,0,7,1650,0,,10129.0,46
4.654,4,1.75,1680.0,6758.0,1.0,A0,0,8,1680,0,1910.0,7000.0,41
5.5,5,2.5,2700.0,21208.0,1.0,A0,0,8,1950,750,2550.0,20409.0,60
5.45,2,1.75,1680.0,8187.0,1.0,A0,0,8,1680,0,,7801.0,32
5.41,3,1.5,1740.0,9840.0,1.0,A0,0,8,1740,0,1930.0,9840.0,52
3.45,2,1.0,860.0,3880.0,1.0,A0,0,6,860,0,1230.0,4260.0,99
1.8,3,1.0,1010.0,11880.0,1.0,A0,0,7,1010,0,1150.0,9435.0,55
4.15,3,2.25,1630.0,7573.0,1.0,A0,2,7,1230,400,1550.0,7695.0,32
2.4,3,1.5,1750.0,12500.0,1.0,A0,0,7,1150,600,1680.0,13000.0,61
3.03,4,2.5,1890.0,12236.0,1.0,A0,0,7,1230,660,1390.0,11360.0,37
5.71,4,2.25,2500.0,8500.0,1.0,A0,0,8,1600,900,,8927.0,37
2.9135,4,1.0,1680.0,5043.0,1.5,A0,0,6,1680,0,1560.0,5765.0,104
3.5,4,2.25,1240.0,21190.0,1.0,A0,0,8,910,330,1760.0,8200.0,41
2.6,4,2.5,1830.0,4500.0,2.0,A0,0,7,1830,0,2080.0,5100.0,11
3.78,4,1.75,,7420.0,1.0,A0,0,7,1060,1060,,7420.0,59
1.6715,4,1.75,1490.0,8544.0,1.0,A0,0,7,1490,0,1180.0,8372.0,45
4.07,2,1.0,950.0,3960.0,1.0,A0,0,7,950,0,,4050.0,74
7.3,4,3.0,3350.0,23781.0,1.0,A0,0,9,2020,1330,,12036.0,36
7.40241,5,2.25,2060.0,4800.0,2.5,A0,0,8,2060,0,1740.0,4800.0,108
1.8495,2,1.0,770.0,6542.0,1.0,A0,0,6,770,0,1120.0,8149.0,67
2.7,4,2.5,2040.0,5523.0,2.0,A0,0,7,2040,0,1720.0,6646.0,16
10.55,4,2.5,2660.0,11200.0,2.0,A0,0,9,2660,0,3290.0,11275.0,16
8.5955,4,3.25,2320.0,5900.0,1.5,A0,2,9,2320,0,2320.0,6240.0,105
5.44,3,2.0,1990.0,3000.0,1.5,A0,2,8,1430,560,1780.0,5000.0,88
13.45,5,3.25,3950.0,11438.0,2.0,A0,2,10,3430,520,2070.0,10751.0,9
4.25,3,1.75,1410.0,1197.0,3.0,A0,0,8,1410,0,1350.0,2512.0,3
2.4,3,2.25,1530.0,7906.0,1.0,A0,0,7,1150,380,1460.0,7875.0,35
2.3,3,1.0,1160.0,11776.0,1.0,A0,0,7,1160,0,1160.0,10050.0,47
1.8,3,2.25,1850.0,7151.0,2.0,A0,0,7,1850,0,1710.0,6827.0,26
3.625,3,2.25,1790.0,7700.0,1.0,A0,0,7,1340,450,1610.0,7350.0,39
5.35,4,2.0,2130.0,2620.0,1.5,A0,0,7,1650,480,1330.0,2719.0,96
30.45,3,3.5,4490.0,56609.0,2.0,A1,4,12,4490,0,2710.0,51330.0,22
7.9,4,2.5,2520.0,4950.0,2.0,A0,0,8,2520,0,1810.0,3500.0,109
0.45,3,1.0,1150.0,8924.0,1.0,A0,0,6,1150,0,1492.0,8924.0,72
3.7825,4,2.5,2260.0,6300.0,2.0,A0,0,7,2260,0,2300.0,6300.0,14
1.95,3,2.5,,8550.0,1.0,A0,0,7,1720,0,1460.0,8550.0,47
6.575,3,2.5,2470.0,10321.0,2.0,A0,0,9,2470,0,2450.0,8440.0,27
3.96,4,2.5,2040.0,21781.0,2.0,A0,0,8,2040,0,2410.0,21781.0,21
3.35,3,1.0,1410.0,5060.0,1.0,A0,0,7,910,500,1130.0,5693.0,59
4.55,3,2.25,2190.0,220414.0,1.0,A0,0,7,1330,860,,175982.0,39
21.25,3,2.0,3570.0,30456.0,1.0,A0,1,8,2070,1500,3570.0,27418.0,69
8.0495,4,2.75,3020.0,7203.0,2.0,A0,0,9,3020,0,3010.0,7215.0,1
2.3,2,2.25,1000.0,905.0,3.0,A0,0,8,1000,0,980.0,1023.0,9
3.8,4,1.75,1790.0,,1.0,A0,0,8,1410,380,1870.0,47480.0,39
7.55,5,2.25,2780.0,10192.0,2.0,A0,0,9,2780,0,,9900.0,37
2.1,5,3.0,2110.0,5260.0,2.0,A0,0,7,1670,440,2110.0,5260.0,13
4.79,3,3.5,3380.0,108900.0,2.0,A0,0,9,2700,680,2250.0,130680.0,16
1.89,4,1.75,1820.0,8118.0,1.0,A0,0,7,1080,740,1810.0,8050.0,35
8.95,4,3.25,2790.0,5420.0,1.0,A0,3,9,1130,1660,,7200.0,52
4.28,3,2.5,2190.0,4882.0,2.0,A0,0,9,2190,0,2190.0,7055.0,16
1.5,3,1.75,1580.0,8820.0,1.0,A0,0,7,1580,0,1280.0,8500.0,48
2.713,4,2.5,2590.0,11018.0,2.0,A0,0,8,2590,0,2400.0,8042.0,17
6.75,3,1.75,1700.0,8400.0,1.0,A0,0,8,1460,240,2010.0,7000.0,68
3.55,4,2.25,1790.0,7203.0,1.0,A0,0,7,1110,680,2270.0,9000.0,42
1.85,3,1.75,1580.0,7344.0,1.0,A0,0,7,1580,0,1580.0,6207.0,104
1.92,3,1.5,1090.0,8160.0,1.0,A0,0,7,1090,0,1260.0,7560.0,48
2.75,3,1.75,1260.0,1111.0,2.0,A0,0,8,1260,0,1410.0,1630.0,12
1.60245,4,2.5,1954.0,5075.0,2.0,A0,0,8,1954,0,1934.0,5000.0,8
4.95,3,2.25,2180.0,9246.0,2.0,A0,0,9,2180,0,2300.0,9298.0,31
1.7,3,1.75,1260.0,8614.0,1.0,A0,0,7,1260,0,1600.0,8614.0,30
7.05,3,2.0,,6000.0,1.0,A0,0,7,1310,1300,2330.0,4800.0,74
4.8,3,2.0,2080.0,7020.0,1.0,A0,0,7,1040,1040,1920.0,7000.0,64
1.89,3,2.25,1552.0,3677.0,2.0,A0,0,7,1552,0,1677.0,3677.0,3
5.6,4,2.25,2750.0,6180.0,1.0,A0,0,8,1500,1250,1740.0,6180.0,67
3.675,3,1.0,1120.0,8200.0,1.0,A0,0,7,1120,0,1820.0,7205.0,77
5.5,2,1.0,,4160.0,1.0,A0,0,7,1100,0,,4000.0,96
1.819,3,2.5,1720.0,3951.0,2.0,A0,0,7,1720,0,1720.0,3605.0,23
3.5,3,2.5,2670.0,13218.0,1.0,A0,0,10,2670,0,1960.0,13130.0,27
1.76,3,1.0,840.0,4495.0,1.0,A0,0,6,840,0,1260.0,7434.0,94
1.32,3,2.5,1520.0,2550.0,2.0,A0,0,7,1520,0,1460.0,2550.0,10
4.675,4,2.25,1750.0,10160.0,1.0,A0,0,8,1320,430,2170.0,11165.0,43
2.75,4,2.5,2560.0,5428.0,2.0,A0,0,8,2560,0,2620.0,5428.0,3
4.06,3,2.75,2290.0,14810.0,1.0,A0,0,7,1400,890,2540.0,8640.0,48
2.15,3,2.5,2360.0,8764.0,2.0,A0,0,8,2360,0,2360.0,8746.0,24
6.39,4,2.5,3230.0,7766.0,2.0,A0,0,9,3230,0,3740.0,8344.0,10
7.55,4,2.5,3400.0,9692.0,2.0,A0,0,9,3400,0,3070.0,7375.0,8
3.6,4,2.5,3100.0,4699.0,2.0,A0,0,9,3100,0,2450.0,5130.0,5
1.5,2,2.5,,2693.0,2.0,A0,0,6,1360,0,,2693.0,12
4.25,2,2.25,1290.0,1334.0,3.0,A0,0,8,1290,0,1350.0,1334.0,8
3.235,2,2.5,1780.0,1311.0,3.0,A0,0,8,1350,430,1390.0,1227.0,10
1.749,2,2.0,1470.0,2541.0,2.0,A0,0,6,1470,0,1310.0,2721.0,10
7.5,4,3.0,2910.0,8027.0,1.0,A0,0,8,1800,1110,2390.0,7660.0,45
2.205,3,2.5,1410.0,1332.0,2.0,A0,0,7,960,450,1410.0,1343.0,1
5.297,4,2.75,2750.0,14982.0,1.0,A0,3,9,1720,1030,2860.0,16344.0,34
6.81,4,2.5,2730.0,10753.0,2.0,A0,0,9,2730,0,3090.0,10740.0,24
8.2,4,3.0,3570.0,10273.0,1.5,A0,3,9,2630,940,,15324.0,80
1.2,2,1.0,,10400.0,1.0,A0,0,6,860,0,1390.0,9086.0,32
7.0,2,1.0,1010.0,3600.0,1.0,A0,0,7,1010,0,,3600.0,102
1.1,3,1.0,1510.0,17040.0,1.0,A0,0,6,1510,0,1520.0,14000.0,40
2.4,3,2.25,1400.0,31626.0,1.0,A0,0,7,1140,260,1680.0,35093.0,28
15.25,4,3.5,4280.0,9583.0,2.0,A0,0,11,4280,0,2360.0,10031.0,10
2.1957,3,1.0,1140.0,8400.0,1.0,A0,0,7,1140,0,,9000.0,55
1.8095,4,1.0,1500.0,11050.0,1.0,A0,0,7,1500,0,1970.0,20800.0,51
2.8,2,1.0,,6250.0,1.0,A0,0,6,960,0,,6250.0,99
4.5295,4,1.75,1760.0,3600.0,1.0,A0,0,7,880,880,1500.0,5580.0,89
14.0,5,4.0,4770.0,31570.0,2.0,A0,0,12,4770,0,,32070.0,25
4.32,4,2.25,1490.0,956.0,2.0,A0,0,7,1020,470,1510.0,1350.0,10
7.8499,4,2.75,3520.0,5500.0,2.0,A0,0,9,3520,0,3340.0,5500.0,1
4.85,3,1.75,2000.0,10182.0,1.0,A0,0,7,1400,600,2050.0,10182.0,52
18.24,2,2.75,3690.0,32044.0,2.0,A1,4,12,3690,0,2310.0,26988.0,26
4.05,6,3.75,2940.0,5054.0,2.0,A0,0,7,2940,0,1530.0,5320.0,73
4.35,2,1.0,890.0,6095.0,1.0,A0,0,7,890,0,1450.0,5985.0,68
21.85,3,3.5,3110.0,14872.0,1.0,A0,0,10,3110,0,3110.0,12433.0,12
2.749,4,2.5,2290.0,8796.0,2.0,A0,0,8,2290,0,2130.0,8796.0,21
2.6175,2,2.25,1170.0,1011.0,2.0,A0,0,7,1170,0,1240.0,750.0,6
15.25,3,2.5,,19593.0,1.5,A1,4,10,1790,1060,2850.0,18782.0,37
3.35,3,2.5,,15457.0,2.0,A0,0,8,1860,0,2040.0,14055.0,18
4.205,3,2.5,2010.0,57934.0,1.0,A0,0,7,2010,0,2040.0,55527.0,37
0.83,3,2.0,1090.0,6090.0,1.0,A0,0,7,940,150,1840.0,6090.0,75
1.28,3,1.0,840.0,6500.0,1.0,A0,0,6,840,0,920.0,4680.0,46
2.05,3,1.75,1590.0,27200.0,1.5,A0,0,6,1590,0,1820.0,74052.0,89
3.049,4,1.75,,11600.0,1.0,A0,0,7,1000,500,1740.0,11600.0,60
1.98,3,2.25,2160.0,7964.0,2.0,A0,0,8,2160,0,2000.0,7964.0,24
4.01,4,2.5,2740.0,33158.0,2.0,A0,0,9,2740,0,2740.0,36074.0,22
7.75,3,2.25,3000.0,18450.0,1.0,A0,0,10,3000,0,2980.0,12304.0,32
1.75,4,1.5,2500.0,6300.0,1.0,A0,0,7,1500,1000,1720.0,8925.0,54
2.79,3,2.5,2160.0,15817.0,2.0,A0,0,8,2160,0,1990.0,15817.0,16
4.64,4,2.5,2340.0,19850.0,2.0,A0,0,9,2340,0,1930.0,15439.0,22
3.075,3,1.75,,9000.0,1.0,A0,0,7,1040,0,1750.0,10878.0,48
7.35,3,2.5,2670.0,10481.0,2.0,A0,0,9,2670,0,2620.0,8895.0,12
2.83803,2,1.0,1040.0,5765.0,1.0,A0,0,7,1040,0,,3844.0,71
2.3,4,2.0,1610.0,6250.0,1.0,A0,0,7,1610,0,1310.0,6000.0,63
4.45,3,2.5,2460.0,54885.0,2.0,A0,0,8,2460,0,2770.0,21407.0,35
2.5,3,2.5,2330.0,8627.0,1.0,A0,0,7,1480,850,1940.0,9607.0,35
6.6,3,2.5,2820.0,8159.0,2.0,A0,0,9,2820,0,2910.0,5000.0,11
3.55,2,2.5,1520.0,1588.0,2.0,A0,0,8,1240,280,1660.0,6000.0,8
7.55,6,3.0,2530.0,9000.0,1.0,A0,0,6,2530,0,1886.0,6000.0,37
3.6995,3,1.0,1760.0,6927.0,1.0,A0,0,7,1050,710,2060.0,9120.0,53
4.95,4,2.0,2000.0,46902.0,2.0,A0,0,8,2000,0,,38130.0,37
1.48,4,2.0,,8470.0,1.0,A0,0,7,1200,0,1110.0,8400.0,54
4.95,4,3.5,3990.0,23544.0,1.0,A0,2,10,2300,1690,3410.0,15932.0,16
2.09,4,1.75,1880.0,8800.0,1.0,A0,0,7,1130,750,1340.0,8733.0,55
4.6,5,3.25,,4551.0,2.0,A0,0,8,2370,480,2850.0,4849.0,9
9.25,5,1.0,2010.0,5210.0,1.5,A0,0,9,1890,120,,5000.0,88
5.9,3,2.5,2610.0,35000.0,2.0,A0,0,10,2610,0,3060.0,35427.0,27
7.9775,3,2.5,2870.0,13695.0,2.0,A0,0,10,2870,0,2840.0,8472.0,24
2.0,4,1.0,1770.0,7345.0,1.5,A0,0,7,1770,0,1580.0,7345.0,49
1.767,3,2.25,1810.0,11800.0,1.0,A0,0,7,1240,570,1810.0,5641.0,38
8.93,6,2.75,3610.0,17580.0,1.0,A0,4,9,2070,1540,2890.0,14060.0,56
3.9,2,1.0,730.0,2600.0,1.0,A0,0,6,730,0,1480.0,3900.0,97
3.15,3,3.0,1490.0,2944.0,2.0,A0,0,7,960,530,1590.0,1600.0,22
5.47,3,3.5,1690.0,1765.0,2.0,A0,0,8,1370,320,1690.0,1694.0,9
1.425,3,1.0,1040.0,9750.0,1.0,A0,0,7,1040,0,1510.0,11100.0,56
3.41,3,2.5,1790.0,11542.0,1.0,A0,0,7,1190,600,1790.0,9131.0,46
4.25,2,1.0,1440.0,7130.0,1.0,A0,2,7,1210,230,1970.0,7130.0,67
0.875,2,1.0,760.0,6141.0,1.0,A0,0,6,760,0,900.0,4120.0,95
5.0,3,2.0,1800.0,5000.0,2.0,A0,0,7,1600,200,1640.0,5000.0,90
3.82,4,1.75,2100.0,,1.0,A0,0,8,1280,820,,9000.0,56
6.25,4,1.0,1300.0,1651359.0,1.0,A0,3,6,1300,0,,425581.0,95
0.57825,3,1.5,1210.0,5200.0,1.0,A0,0,6,1210,0,1120.0,5200.0,46
3.98,3,2.75,1050.0,7200.0,1.0,A0,0,7,1050,0,1860.0,9000.0,30
3.6,4,2.0,2630.0,9663.0,1.0,A0,1,8,1330,1300,,8894.0,59
3.7495,4,1.5,1800.0,10150.0,1.5,A0,0,7,1800,0,1630.0,10660.0,57
3.4,3,2.5,,1536.0,2.0,A0,0,8,1060,0,1220.0,1316.0,15
3.55,3,2.25,1470.0,1703.0,2.0,A0,0,8,1470,0,1380.0,1107.0,10
2.44,4,2.5,1930.0,8336.0,2.0,A0,0,8,1930,0,,7959.0,20
6.435,4,2.75,2840.0,8800.0,2.0,A0,0,9,2840,0,1840.0,7700.0,7
5.95,4,2.0,2250.0,4200.0,1.5,A0,0,7,1650,600,1200.0,3360.0,106
3.47,3,1.0,1160.0,7854.0,1.0,A0,0,7,1160,0,,8317.0,55
8.625,4,2.5,,21100.0,1.0,A0,4,9,2530,600,3680.0,23000.0,59
1.21,3,2.25,2070.0,11576.0,2.0,A0,0,7,2070,0,1890.0,7519.0,41
7.87,4,2.25,2220.0,4200.0,1.5,A0,0,8,1310,910,2020.0,4940.0,83
1.4,3,1.0,1200.0,7280.0,1.0,A0,0,7,1200,0,1200.0,8400.0,48
5.25,3,1.75,1620.0,1325.0,2.5,A0,0,9,1430,190,1750.0,1572.0,10
2.85,3,1.75,1830.0,10000.0,2.0,A0,0,7,1830,0,,10000.0,102
6.75,3,2.5,2790.0,21043.0,2.0,A0,0,9,2790,0,2900.0,34589.0,22
1.4,3,1.5,1500.0,15000.0,1.0,A0,0,7,1500,0,1790.0,13905.0,63
2.67,3,1.75,1660.0,16275.0,2.0,A0,0,7,1660,0,1520.0,16275.0,25
1.549,3,1.75,1100.0,7224.0,1.0,A0,0,7,1100,0,1700.0,8447.0,34
2.24,3,1.0,1040.0,9514.0,1.0,A0,0,7,1040,0,1040.0,9514.0,46
6.0,3,1.75,2130.0,4400.0,1.0,A0,0,7,1430,700,1710.0,3300.0,93
5.03888,2,2.0,1060.0,4000.0,1.0,A0,0,7,1000,60,,4000.0,101
3.4,3,2.25,1950.0,8868.0,1.0,A0,0,7,1350,600,1300.0,8880.0,51
3.1,3,2.25,1680.0,8450.0,1.0,A0,0,8,1340,340,1850.0,8300.0,55
4.5,4,2.75,2500.0,10330.0,1.0,A0,0,8,1380,1120,2270.0,10430.0,37
4.75,3,2.5,1980.0,9061.0,2.0,A0,0,8,1980,0,1930.0,8869.0,28
4.649,3,2.5,2500.0,4203.0,2.0,A0,0,8,2500,0,2460.0,4798.0,14
2.78,1,1.0,550.0,1279.0,2.0,A0,0,7,550,0,1460.0,1385.0,7
1.94,4,1.0,1610.0,8401.0,1.0,A0,0,7,1610,0,1610.0,8401.0,57
3.5,3,2.25,1630.0,10500.0,1.0,A0,0,7,1100,530,1640.0,9794.0,41
1.85,2,1.0,750.0,6720.0,1.0,A0,0,6,750,0,920.0,6720.0,99
2.042,1,1.0,640.0,6350.0,1.0,A0,0,5,640,0,1270.0,6350.0,76
3.675,3,1.75,1800.0,10200.0,1.0,A0,0,8,1800,0,2140.0,10128.0,48
6.1,3,2.5,3290.0,90796.0,2.0,A0,0,10,3290,0,2700.0,55023.0,23
1.81,3,1.0,880.0,,1.0,A0,0,5,880,0,980.0,4838.0,91
4.93,3,2.0,2350.0,5080.0,1.5,A0,0,8,1780,570,1700.0,5080.0,86
1.725,3,2.0,1530.0,8749.0,1.0,A0,0,7,1530,0,,8749.0,20
4.03,3,2.5,3040.0,4535.0,2.0,A0,0,9,3040,0,2670.0,4666.0,8
1.95,2,1.0,1040.0,5700.0,1.0,A0,0,6,1040,0,1380.0,5700.0,93
2.3095,4,2.5,2007.0,4968.0,2.0,A0,0,9,2007,0,2189.0,5852.0,6
9.4,3,1.75,3610.0,8502.0,1.5,A0,2,10,2610,1000,2900.0,5016.0,85
3.4,2,1.0,910.0,3750.0,1.0,A0,0,7,910,0,,4000.0,111
2.7,2,1.0,960.0,2700.0,1.0,A0,0,6,780,180,1400.0,3000.0,111
3.4,4,1.5,2700.0,14760.0,1.5,A0,0,9,2700,0,1670.0,7200.0,75
6.63,4,2.5,2830.0,5010.0,2.0,A0,0,9,2170,660,1880.0,5739.0,15
4.6,2,3.5,2560.0,5000.0,1.0,A0,0,6,1280,1280,1390.0,4000.0,71
1.9,4,2.5,1820.0,16103.0,2.0,A0,0,7,1820,0,2120.0,21277.0,11
8.0495,4,2.75,3010.0,7215.0,2.0,A0,0,9,3010,0,3010.0,7215.0,1
5.2,3,2.5,2660.0,10637.0,2.0,A0,0,9,2660,0,2590.0,8637.0,24
6.25,5,3.25,2400.0,3118.0,2.0,A0,0,7,1780,620,2100.0,3941.0,87
4.64,3,2.25,1280.0,1187.0,2.0,A0,0,8,1080,200,1280.0,1681.0,7
2.01,3,1.0,870.0,8040.0,1.0,A0,0,7,870,0,1440.0,8040.0,62
0.77275,1,1.0,1020.0,6871.0,1.0,A0,0,6,1020,0,,6933.0,78
1.2,2,1.0,800.0,5280.0,1.0,A0,0,6,800,0,1240.0,7670.0,97
8.95,3,3.5,3840.0,53696.0,2.0,A0,0,9,3840,0,3810.0,35181.0,19
3.6,2,1.0,750.0,2786.0,1.0,A0,0,7,750,0,1700.0,4653.0,68
4.55,5,2.0,1810.0,4850.0,1.5,A0,0,7,1810,0,1360.0,4850.0,115
5.9495,3,3.0,2330.0,1944.0,2.5,A0,0,8,1950,380,2290.0,1407.0,1
7.0,4,2.0,3140.0,10875.0,1.0,A0,1,7,1940,1200,3300.0,10080.0,76
3.3,3,1.75,1670.0,6720.0,1.0,A0,0,7,1140,530,1670.0,7320.0,35
3.8,4,2.5,1780.0,2992.0,2.0,A0,0,7,1780,0,,2961.0,12
4.138,4,2.25,2170.0,9665.0,1.0,A0,0,8,1300,870,2170.0,12054.0,39
4.94,3,2.0,1990.0,3000.0,1.5,A0,0,7,1230,760,1600.0,4080.0,107
5.285,4,2.5,4060.0,9734.0,1.0,A0,4,9,2150,1910,2750.0,10370.0,38
5.0,3,1.0,1740.0,9163.0,1.0,A0,0,7,1740,0,1490.0,6509.0,61
18.84,5,4.5,6200.0,23373.0,3.0,A0,1,11,5050,1150,,14486.0,27
1.67,2,1.0,960.0,21850.0,1.0,A0,0,6,960,0,1020.0,21850.0,68
2.3,3,1.0,1120.0,10125.0,1.0,A0,0,6,1120,0,1120.0,8820.0,54
7.8,4,2.5,2810.0,52062.0,1.5,A0,0,9,2810,0,3330.0,49783.0,27
4.21752,2,1.0,,5000.0,1.0,A0,0,7,1090,890,,5000.0,92
5.78675,4,2.25,2280.0,7229.0,2.0,A0,0,8,2280,0,2320.0,7735.0,31
3.14,2,2.0,1200.0,7131.0,1.0,A0,0,8,1200,0,1670.0,4601.0,9
5.73,4,2.5,2740.0,9959.0,2.0,A0,0,9,2740,0,,9905.0,26
6.85,4,2.25,2590.0,12600.0,2.0,A0,0,9,2590,0,2620.0,11050.0,36
6.9495,3,2.0,2190.0,5400.0,1.0,A0,2,7,1260,930,,5400.0,63
5.7,3,2.5,1900.0,1258.0,2.5,A0,0,7,1700,200,1780.0,1877.0,8
9.06,4,2.5,2110.0,10100.0,1.0,A0,2,8,2110,0,2230.0,10100.0,47
5.35,3,1.75,1650.0,221720.0,1.0,A0,0,7,1650,0,2520.0,221284.0,23
9.05,4,2.5,3780.0,10962.0,2.0,A0,0,10,3780,0,3310.0,11651.0,25
3.7,4,1.0,1460.0,4600.0,1.0,A0,2,6,780,680,1560.0,4600.0,69
5.7495,3,2.5,2150.0,15304.0,2.0,A0,0,9,2150,0,2540.0,10507.0,36
0.779,1,1.0,900.0,4368.0,1.0,A0,0,6,900,0,1290.0,5000.0,100
0.9,1,1.0,850.0,8050.0,1.0,A0,0,6,850,0,1590.0,5180.0,109
5.25,4,2.25,2760.0,5200.0,2.0,A0,0,7,1790,970,1310.0,2059.0,105
2.75,3,1.0,1050.0,8583.0,1.0,A0,0,6,1050,0,1460.0,7351.0,60
3.78,3,1.75,1550.0,7200.0,1.0,A0,0,7,1100,450,,7440.0,66
1.55,3,0.75,1040.0,15000.0,1.0,A0,0,6,1040,0,,19000.0,74
1.75,3,1.5,1072.0,4339.0,2.0,A0,0,7,1072,0,1443.0,4341.0,6
3.0,4,2.5,1900.0,9428.0,2.0,A0,0,8,1900,0,1830.0,10480.0,37
1.469,3,1.0,1180.0,5650.0,1.0,A0,0,7,1180,0,1340.0,5650.0,60
5.775,4,2.5,2540.0,38677.0,2.0,A0,0,9,2540,0,2560.0,36280.0,28
0.85797,3,1.5,,2356.0,2.0,A0,0,7,1270,0,1490.0,2175.0,3
8.42,4,2.5,3500.0,10891.0,2.0,A0,2,10,3500,0,3820.0,13521.0,20
1.67,3,1.0,970.0,9600.0,1.0,A0,0,7,970,0,1110.0,9600.0,43
1.475,3,1.0,990.0,10125.0,1.0,A0,0,7,990,0,1360.0,10125.0,43
4.985,3,1.0,2200.0,21450.0,1.0,A0,0,9,1600,600,1880.0,11250.0,63
3.3,4,1.75,1690.0,8392.0,1.0,A0,0,7,1190,500,,9861.0,36
14.5,4,3.75,5850.0,35070.0,2.0,A0,0,12,4410,1440,4830.0,36200.0,25
1.95,4,2.5,1600.0,9921.0,2.0,A0,0,7,1600,0,2140.0,5806.0,6
2.55,4,2.5,1940.0,3784.0,2.0,A0,0,8,1940,0,1940.0,4499.0,12
3.422,2,1.0,1000.0,4000.0,1.0,A0,0,6,1000,0,1490.0,5000.0,105
6.36,4,1.75,1980.0,10800.0,1.0,A0,0,6,990,990,2180.0,10800.0,67
1.45,4,1.5,1180.0,8058.0,1.0,A0,0,7,1180,0,1800.0,9348.0,46
2.45,3,2.5,2280.0,7417.0,2.0,A0,0,8,2280,0,2370.0,6443.0,17
9.05,4,2.0,2190.0,4560.0,2.5,A0,0,8,2190,0,,4560.0,105
2.7,3,1.75,1990.0,5650.0,1.0,A0,1,7,1320,670,2130.0,5650.0,52
5.2,4,2.25,2050.0,8372.0,2.0,A0,0,8,2050,0,2010.0,8037.0,31
2.86,3,2.0,1950.0,8698.0,1.0,A0,0,8,1950,0,2330.0,7212.0,16
4.05,4,2.75,2050.0,3960.0,1.0,A0,0,7,1180,870,1440.0,5040.0,29
4.25,2,1.0,1640.0,14100.0,1.0,A0,0,7,1140,500,1520.0,13527.0,61
7.8345,5,2.75,3460.0,7977.0,2.0,A0,0,9,3460,0,,6630.0,4
4.85,3,1.75,1930.0,6000.0,1.0,A0,0,8,1130,800,1870.0,6000.0,59
5.6,3,1.75,1480.0,6985.0,1.5,A0,0,7,1200,280,,5588.0,89
2.3,2,1.0,1210.0,7140.0,1.5,A0,0,6,1210,0,,7376.0,94
2.24,4,2.5,1820.0,7575.0,1.0,A0,0,7,1220,600,,7650.0,40
1.74,3,1.5,1700.0,8247.0,1.0,A0,0,7,1010,690,1440.0,8400.0,45
2.2,3,1.75,1060.0,8100.0,2.0,A0,0,7,1060,0,1410.0,8100.0,32
1.885,3,1.75,1330.0,9917.0,1.0,A0,0,7,1040,290,1330.0,9081.0,34
1.2144,3,2.0,1560.0,7352.0,1.0,A0,0,6,1560,0,1120.0,7950.0,23
6.9,4,2.25,2620.0,17366.0,1.0,A0,3,9,1430,1190,2620.0,15335.0,31
7.4,4,1.75,2970.0,14880.0,1.0,A0,4,9,1560,1410,3310.0,13388.0,53
